id,created_at,updated_at,user_id,title,description,UG,MSc,ME4,experimental,computational,hidden
44,24-09-18 14:07,24-09-18 14:07,17,Characterisation of 3D printed lattice structures,"Additive manufacturing (AM) technology provides a new method for fabricating parts with complex geometries that traditional manufacturing techniques are unable to produce. Lattice structures are an example of such a complex geometry and have applications in industry from medical to aerospace. Altering the laser parameters in laser powder bed fusion results in changes in the thermal history of parts and consequently changes in microstructure and mechanical performance. The goal of this project will be to measure in process cooling rates and tie changes in cooling rates to changes in microstructure and mechanical strength. The project will involve image processing using high speed cameras, metallography of specimens for microstructure analysis and tensile testing.
",1,1,1,1,0,0
45,05-10-18 13:02,05-10-18 13:02,17,Composite 3D Printer,"3D printing is a computer numerically controlled (CNC) manufacturing process that involves stacking layers of molten material upon a heated bed. 3D printed parts are typically susceptible to fracture failure due to poor interlaminar adhesion.

3D printers capable of printing in composite material exist in the marketplace. One such printer is the Markforged Mark Two, which is capable of printing in an Onyx matrix reinforced with materials such as â€˜Carbon Fiber, Fiberglass and Kevlarâ€™ . The Markforged Mark Two achieves composite 3D printing using a dual extrusion system, consisting of one extruder and hot end each for the matrix and reinforcement. Composite 3D printing can also be achieved by mixing chopped strands of reinforcement fibre with molten polymer prior to extrusion. This results in the chopped fibre strands being aligned with the extrusion direction. Both extrusion methods of printing allow the fibre orientation in a part to be changed by varying the printing process, whilst the latter method only requires one extruder and one hot end.

The tensile and fracture performance of 3D printed materials can be observed using tensile testing and double cantilever beam (DCB) testing respectively. Manufacturing suitable samples for these testing processes can be achieved by designing the samples in computer aided design (CAD) software capable of generating computer aided manufacture (CAM) g-code software, such as Autodesk Fusion 360.

Aim
Investigate the effect of extrusion methods and fibre orientation on fracture toughness of 3D printed composite materials.

Objectives
â€¢	Design samples with varying extrusion directions for tensile testing and DCB testing in Fusion 360 
â€¢	Print samples on a Markforged Mark Two printer in a suitable composite
â€¢	Test Markforged samples and identify causes of tensile and fracture failure
â€¢	Procure and adapt an existing rheometer to extrude molten polymer material
â€¢	Design and manufacture a three axis CNC bed platform and combine with the polymer extruder to make a custom composite 3D printer
â€¢	Print and test samples again on the custom printer
â€¢	Compare samples printed on the custom printer to the Markforged samples and identify causes of tensile and fracture failure
â€¢	Iterate material, printing and extrusion parameters to improve the fracture performance of the samples
",1,0,1,1,0,0
46,12-10-18 11:02,12-10-18 11:02,17,Design of an Autonomous Food Delivery Robot (electronics),"With the recent and continued rise in automation around us, there is potential for delivery processes in the logistics industry, through autonomous robots. A particular instance of this occurs at our very own university: students often buy snacks and food from cafeÌs on campus, and have to spend unnecessary amounts of time travelling to and from cafeÌs, as well as waiting in queues. 
A proposed solution to this project is a self driving food delivery robot, that carries food from all the cafeÌs on Imperial Collegeâ€™s South Kensington campus, to designated spots outside each campus building. The end goal is to have a system where users can order food from cafeÌs through a smartphone app (or by calling the cafeÌ), and have their food delivered to them by an automated delivery robot system, outside the building theyâ€™re located in. ",1,0,1,1,0,0
47,12-10-18 11:01,12-10-18 11:01,17,Design of an Autonomous Food Delivery Robot (mechanical),"With the recent and continued rise in automation around us, there is potential for delivery processes in the logistics industry, through autonomous robots. A particular instance of this occurs at our very own university: students often buy snacks and food from cafeÌs on campus, and have to spend unnecessary amounts of time travelling to and from cafeÌs, as well as waiting in queues. 
A proposed solution to this project is a self driving food delivery robot, that carries food from all the cafeÌs on Imperial Collegeâ€™s South Kensington campus, to designated spots outside each campus building. The end goal is to have a system where users can order food from cafeÌs through a smartphone app (or by calling the cafeÌ), and have their food delivered to them by an automated delivery robot system, outside the building theyâ€™re located in. 
",1,0,0,1,0,0
48,10-10-18 13:57,10-10-18 13:57,18,Augmented reality headset,"The project aims to build an augmented reality headset, which would show the user digital images overlaid onto the real world when looking through the headset. (Student proposed)",1,0,1,0,0,0
49,30-08-18 13:25,30-08-18 13:25,18,Machine learning for engineering,"Machine learning is increasingly prevalent within our lives and is becoming an increasingly relevant within engineering. This project is an open project to develop machine learning algorithms for a practical engineering application. Any interested student must send me their idea and I will make an assessment about whether I can support the project. This will be based on whether the project is a suitable fit as an ME4 project, particularly in whether it is practical for it to be completed in the time frame. It will also depend on what other projects I end up running, and the student will also need to convince me that they have a suitable background for what they propose. My decision is final on this.

This will require good programming and mathematical skills. 

Please contact Dr Peter Huthwaite prior to choosing this project.  
",1,0,1,0,1,0
50,01-10-18 15:22,01-10-18 15:22,19,Damage to hip implants during surgery,"Many THR implants are now modular - using multiple parts that hold together with a press-fit. However surgeons often find that the implants do not hold together as planned if they are not implanted properly.  This can be the case when assembling a very stiff ceramic liner into a less stiff titanium shell, when the shell has been knocked out of shape after being implanted in the bone.

We have been provided with a number of real implants by an industrial collaborator. The aim of this project would be to test different surgical techniques to investigate the likelihood of failure during surgery.

The output of this project has significant impact:
â€¢	The conclusions of these tests will directly inform the use of these implants during surgery
â€¢	Testing outputs will be published

 Project will involve collaboration with industry and surgical collaborators. Project supervised by Jeffers and Ruben Doyle. Last year the two Jeffers/Doyle projects had a patent and paper, with student co-author on both. Aim to repeat this year!

Please fill in time slot on Jeffers office door to discuss further.
",1,0,1,0,0,0
51,27-09-18 14:12,27-09-18 14:12,19,Cox regression models in propensity score matched cohorts,"This project will compare two survival datasets using cox regression and kaplin meier, with the datasets matched using a propensity score method. The student MUST HAVE EXPERIENCE using all these statistical tools and be able to demonstrate how they have used them before. The datasets will compare the survival of two medical devices which will be used in ongoing high court litigation related to an allegedly defective product. For more information on the context see high court judgement EWHC 1208. ",1,0,1,0,0,0
52,02-10-18 15:21,02-10-18 15:21,19,Additive manufacture project 2: build software,"Additive manufacture (AM) is basically an x,y position of the laser onto a powder bed, and a power/exposure setting for the laser beam. This is all controlled by slice files, where a 3D part is split into horizontal slices, usually about 40 microns thick. The slice file gives the laser the x,y,power,exposure data to melt all the powder on that slice. We are very keen on building lattice structures with AM, and that requires a unique slice file, where the laser only fires dots onto the powder bed to create thin lattice struts. If a lattice strut is perpindicular to the build direction, it has a circle cross section. If it is at an angle to the build direction, it won't have a circular cross section, rather will have an elliptical cross section. This final year project will write code that will translate a wireframe lattice (created in Rhino) to a Renishaw MTT slice file format that is read by the AM machine. The code will therefore create the correct diameter circles/ellipses for the laser to trace, to manufacture the desired lattice structure, with whatever strut diameter we desire. You need to be decent at coding for this proejct, and an interest in additive manufacture would be good too. 

If interested please put your name down on my office door at a timeslot that suits you.
",1,0,1,0,0,0
53,01-10-18 15:22,01-10-18 15:22,19,Instrument for hip surgery,"Around 160,000 Total Hip Replacement (THR) procedures are performed in the UK each year. Despite being a very successful operation, issues such as bone fracture or implant loosening persist.

The biomechanics group has is currently developing a new surgical power tool that looks to revolutionise the way we implant THR implants, increasing fixation in bone while reducing fracture. Our industrial partner has produced a working prototype of the new tool but further testing is required to optimise the tool for surgery.

The output of this project has significant impact:
The conclusions of these tests will directly inform the use of this device in surgery
Testing outputs will be published

Project will involve collaboration with industry and surgical collaborators. Work will be also supervised by an excellent PhD student Ruben Doyle. Last year Jeffers/Doyle projects had a paper and patent as output, with student as co-author.

Please fill in time slot on Jeffers office door to discuss further.
",1,0,1,0,0,0
54,25-09-18 13:06,25-09-18 13:06,20,Study the fracture mechanisms of central cracks formation in Cross Wedge Rolling,"Cross wedge rolling, a very promising metal forming process with advantages of high material usage, high efficiency and high product quality, is widely used in manufacturing parts or preforms for the automotive industry. &gt;200 production lines are in place with  ~Â£200million worth annual products. It has yet to be introduced in aerospace due to  the potential formation of central cracks (the cavity formed in the central region of the CWR product). Due to the complex stress states on the central region of the workpiece, the fracture mechanism has not to be well understood. A reliable fracture criterion for the prediction of central crack is also lacking. 

This project aims at developing a proper fracture criterion which can well predict the central cracks, based on the understanding of fracture mechanisms in CWR. The objectives include: (1) understand the stress and strain states on the workpiece in CWR via FE simulation; 
(2) understand the roles and interaction of normal stress and shear stress on fracture mechanism via biaxial tests;
(3) Propose a fracture criterion based on the fracture mechanism, and verify this criterion by comparing the simulated results with experimental ones in literature; 
(4) Develop an optimal CWR process which can efficiently avoid central cracks. 
",1,1,0,1,1,0
55,25-09-18 13:28,25-09-18 13:28,20,A novel and cost-effective production method for Magnesium alloy sheets,"It is important and a great challenge to reduce the energy consumption and air pollution in automotive industries. Lightweight vehicles is an effective means. Magnesium is the lightest structural metal. However, the applications of magnesium alloys are always limited, mainly due to the high cost of magnesium sheets.

In this project, a novel and cost-effective rolling method to manufacture Mg alloy sheets will be investigated. The thermo-mechanical behaviours of Mg alloy will be studied to find the optimal forming windows for this rolling process. Electron Backscatter Diffraction (EBSD) will be applied to analyse the microstructure evolution of these deformed and rolled samples, in order to understand the mechanisms in this novel rolling process. The student who is interested in mechanics and microstucture of materials will be the ideal participant.
",1,1,0,1,1,0
56,09-10-18 14:55,09-10-18 14:55,20,Integrating additive manufacturing with metal forming technique for Ti aerospace components,"The aim of this project is to understand and determine the hot forging windows of AMed parts using state of the art Electron backscatter diffraction (EBSD) technique and digital image correlation. 

various thermal-mechanical testing will be carried out to examine the effects of grain refinement and diffusion bonding process for the AMed parts with various printing strategies. 

Microstructure and stress-strain behaviours will be generated to inform the processing for near wrought components. 
",1,0,1,1,0,0
57,12-10-18 11:50,12-10-18 11:50,20,Study the central cracking problem in cross-wedge rolling process ,"This project will focus on identifying the material's key difference on the effects of central cracking formation problem during the cross-wedge rolling process with the hope to establish a materials standard for CWR. 

This project will involve in materials microstructure characterization and mechanical testing to compare the key difference between the same set of materials for which one set is found cracking during CWR, the other set does not. Detailed micromechanics for materials and fracture mechanics during CWR will be involved to explain the underlying mechanisms.    
",1,0,1,1,1,0
58,25-09-18 13:41,25-09-18 13:41,20,Effect of Build Orientation on Fatigue Crack Initiation in Additive Manufactured (3D printed) Titanium Alloy.,"There is considerable drive behind efforts to make greater use of 3D printed metal components in the Aerospace industry. Vital to this effort is the ability to predict the behaviour of material in service conditions. The properties of 3D printed metal are anisotropic and need to be characterised with respect to build direction and build plane axis. This study will look at fatigue behaviour of samples aligned with and orthogonal to the build plane, and will combine experimental testing and metallurgical analysis, including SEM work, looking at grain structure, porosity and defects in the printed metal.",1,1,1,1,0,0
59,01-10-18 13:25,01-10-18 13:25,21,Initiation and Propagation of Rolling Contact Fatigue Cracks,"Rolling contact fatigue (RCF), leading to surface pitting and/or micropitting, is a major failure mode for many machine elements including rolling bearings and gears. Owing to the influence of several competing factors, the fundamental mechanisms of RCF are not well understood. In particular, material microstructure is known to have an influence on the initiation and propagation of RCF cracks but the exact mechanisms of this are poorly understood. In an attempt to shed some light on this, this project will use an existing triple-disc contact fatigue rig available in the Tribology Group to study the initiation and propagation of such cracks with different materials and contact conditions. Usually such studies are performed with hard steels. However, these have a complex microstructure consisting of tempered martensite, retained austenite, carbides, inclusions etc. This complexity makes it difficult to track the relationship between microstructure and RCF cracks. To overcome this problem, this project will use specimens made of simpler materials, and bronzes in particular. Once RCF cracks have been generated and grown under controlled conditions in these specimens, they will be sectioned, polished, and etched, and then inspected using optical and SEM microscopy, as well as other techniques, such as TEM and XRD, if required. The observations should provide new insight into the influence of microstructure on RCF damage initiation and progression. 

The project is of true research nature. It will run in parallel with other research in the same field that is currently on-going in the Tribology lab, and will therefore benefit from interaction and support from PhD students and Post-Doctoral researchers. 
",1,0,0,1,0,0
60,26-09-18 14:39,26-09-18 14:39,21,Robotic Grip,"One of the most significant challenges in robot technology lies in developing robots that are able to 'feel' and hence, pick up and move different objects without letting them slip through their 'fingers'. Humans are able to feel how much normal force to exert on the object, no matter what material the object is made of (soft or hard), in order to pick up that object safely - essentially we can feel the friction force between the object and our fingers! The challenge is to make robots that can mimic this feel which is essentially a tribological problem. 

Hence, this project will explore the application of Tribology robotic grip. The idea is to use some existing contact mechanics models to predict contact pressures between the robot 'fingers' and the object being picked up, in combination with tribological test rigs in the Tribology Group, and ultimately to attempt to combine these tribological predictions with appropriate sensor outputs which can tell the robot whether to exert more force to improve the grip. 


  ",1,1,1,0,0,0
61,27-09-18 12:33,27-09-18 12:33,21,Development of Condition Monitoring Techniques for Detection of Incipient Damage in Machine Elements,"Efficient and reliable operation of many machine elements, including rolling bearings, gears and cam-follower systems, largely relies on the performance of non-conformal, rolling-sliding lubricated contacts, such as those between two meshing gear teeth or rolling element and a bearing raceway. These contacts operate under very high stresses, with contact pressures in the range of 1-4 GPa, which are cyclic in nature owing to the kinematics of the contact. To reduce friction and damage to the contacting surfaces, a very thin (~100s of nm) elasto-hydrodynamic lubricant film exists between them. This is commonly less than the height of surface asperities on the contacting bodies so that substantial metal-to-metal contact occurs. Such harsh operating conditions can lead to various forms of surface damage, including rolling contact fatigue (development and growth of surface or subsurface cracks and eventual detachment of a segment of material; this can manifest itself as either pitting (damage on macro contact level) or micropitting (damage on asperity contact level)), scuffing (excessive adhesion and localised welding of the surfaces), and adhesive or abrasive wear. Early detection of such damage can contribute enormously to the reduction in maintenance costs of a wide range of mechanical systems, reduced down-time and prevention of unexpected failures which can be costly or worse, safety critical, such as in the case of helicopter gearboxes for example. However, due to the very small scale of such damage (100s of microns) and other complicating factors (presence of lubricant, random stress history due to roughness etc.) successful detection of such damage at an early stage is rather difficult to achieve. This project will explore use of a selection of machine condition monitoring techniques for detection of such damage. First, the applicability of a recently developed magnetic-flux leakage (MFL) sensor to detection of damage in real rolling bearings will be assessed. To provide a comparative assessment, simple vibration signals will be recorded on the same set-up. This will necessitate building a very simple experimental set-up which will incorporate the MFL sensor into an operating rolling bearing. If progress allows, other condition monitoring techniques will also be explored in the same set-up. 
The project is linked to a number of PhD and post-doc research projects in the Tribology Group, as well as being of interest to some of our industrial partners, and the selected student will therefore have significant resources at their disposal. ",1,1,1,1,0,0
62,12-10-18 15:00,12-10-18 15:00,21,Analysis and implementation of a novel suspension and powertrain for the Lunar Exploration and Soil Sampling Rover,"The Lunar Exploration and Soil Sampling Rover (LESSR), is a rover being designed for a national university design competition. As part of the competition, the rover must be capable of traversing 30 metres of an unknown surface of sand and randomly distributed rocks within 10 minutes. The vertical height of the rocks varies from 5 to 40 cm; thus, the suspension of the Rover must allow obstacles of varying heights to be climbed.
This FYP will encompass analysis focussing on the tribological aspect of the wheel groove geometry to optimise traction in sandy and rocky terrain. Additionally, the stresses, dynamics and vibrational characteristics of the rover suspension will be investigated to ensure competition requirements are fulfilled. Possible approaches include incorporating a three-bevel gear counter-directional differential and a novel 'rocker-bogie' system. Experimentation to quantify results will be conducted before competition entry.

Aim: Implement a powertrain and suspension system for a rover for entry into the UK Students for the Exploration and Development of Space (UKSEDS) Lunar Rover Competition

Objectives:
- Investigate and maximise the traction provided by the wheel design. The wheels feature grooves, of which the depth and geometry could be optimised for sandy environments.
- Implement a counter-directional differential to allow greater stability over rocky terrain. This could potentially include the use of a servomotor to drive a bevel gear within the differential, allowing the rover legs to be actively controlled.
- Explore the prospect expanding the suspension to a six-wheeled 'Rocker-bogie' mechanism, which could further enhance the rover's climbing ability.",1,0,1,1,0,0
63,01-10-18 16:19,01-10-18 16:19,22,SLIDER  - balance control - Building Imperialâ€™s first walking robot called SLIDER,"Project 1
Title:  SLIDER  - balance control - Building Imperialâ€™s first walking robot called SLIDER
Description: Boston Dynamics keeps astonishing the world with their agile robots like BigDog, ATLAS and HANDLE. Now it is time for Imperial to show the world what we can do! At the Robot Intelligence Lab (http://www.imperial.ac.uk/robot-intelligence/) we are building an exciting new robot called the Imperial SLIDER (http://www.imperial.ac.uk/robot-intelligence/robots/slider/). It is innovative and bold in its design. An agile bipedal robot able to walk over uneven terrain while carrying useful payload. 
This ME4 FYP project will focus on the high-level control of the robot, including: reactive balance control for push recovery, real-time control of the centre of pressure on the feet, closed loop feedback control based on IMU and force/torque sensors, online adaptive gait generation and trajectory execution, etc.
The student will join a 7-strong team who is currently building an improved prototype of SLIDER and help them take it to the next level. The aim is, by the end of the project, to have SLIDER walking around Imperialâ€™s campus, while negotiating obstacles and even climbing stairs. Join us if you want to contribute to building Imperialâ€™s first walking robot!",1,0,1,1,1,0
64,28-09-18 16:33,28-09-18 16:33,22,Robotic Hands,"At the Robot Intelligence Lab (http://www.imperial.ac.uk/robot-intelligence/) we are conducting experiments with autonomous robotic manipulation of objects. To this end, we have designed and built a few custom robotic hands. This ME4 FYP project will focus on design optimisation of our existing robot hands, to make them lighter, stronger, and more reliable. The work will include extensive testing and measurement experiments, CAD/CAE design, electronics for touch sensors and motor control, colour LEDs for state display, optimisation of the design, etc. The ultimate aim is to use these hands on our robotic manipulators (Franka Panda,  DE NIRO) to grasp a wide range of objects in terms of both size, shape, and weight.",1,0,1,1,1,0
65,28-09-18 16:33,28-09-18 16:33,22,SLIDER  - ankle and foot design - Building Imperialâ€™s first walking robot called SLIDER,"Project 2
Title:  SLIDER  - ankle and foot design - Building Imperialâ€™s first walking robot called SLIDER
Description: Boston Dynamics keeps astonishing the world with their agile robots like BigDog, ATLAS and HANDLE. Now it is time for Imperial to show the world what we can do! At the Robot Intelligence Lab (http://www.imperial.ac.uk/robot-intelligence/) we are building an exciting new robot called the Imperial SLIDER (http://www.imperial.ac.uk/robot-intelligence/robots/slider/). It is innovative and bold in its design. An agile bipedal robot able to walk over uneven terrain while carrying useful payload. 
This ME4 FYP project will focus on the redesign of the existing ankle (1-dof and 2-dof) and foot in order to improve the performance, enhance the stability and back-drivability of the feet, enable better balance control for push recovery, and implement feedback control based on force/torque sensors mounted in the feet.
The student will join a 7-strong team who is currently building an improved prototype of SLIDER and help them take it to the next level. The aim is, by the end of the project, to have SLIDER walking around Imperialâ€™s campus, while negotiating obstacles and even climbing stairs. Join us if you want to contribute to building Imperialâ€™s first walking robot!",1,1,1,1,1,0
66,28-09-18 16:33,28-09-18 16:33,22,SLIDER  - ankle and foot design - Building Imperialâ€™s first walking robot called SLIDER,"Project 2
Title:  SLIDER  - ankle and foot design - Building Imperialâ€™s first walking robot called SLIDER
Description: Boston Dynamics keeps astonishing the world with their agile robots like BigDog, ATLAS and HANDLE. Now it is time for Imperial to show the world what we can do! At the Robot Intelligence Lab (http://www.imperial.ac.uk/robot-intelligence/) we are building an exciting new robot called the Imperial SLIDER (http://www.imperial.ac.uk/robot-intelligence/robots/slider/). It is innovative and bold in its design. An agile bipedal robot able to walk over uneven terrain while carrying useful payload. 
This ME4 FYP project will focus on the redesign of the existing ankle (1-dof and 2-dof) and foot in order to improve the performance, enhance the stability and back-drivability of the feet, enable better balance control for push recovery, and implement feedback control based on force/torque sensors mounted in the feet.
The student will join a 7-strong team who is currently building an improved prototype of SLIDER and help them take it to the next level. The aim is, by the end of the project, to have SLIDER walking around Imperialâ€™s campus, while negotiating obstacles and even climbing stairs. Join us if you want to contribute to building Imperialâ€™s first walking robot!",1,1,1,1,1,0
67,28-09-18 16:34,28-09-18 16:34,22,SLIDER - wheels - Building Imperialâ€™s first walking robot called SLIDER,"Project 3
Title:  SLIDER  - wheels - Building Imperialâ€™s first walking robot called SLIDER
Description: Boston Dynamics keeps astonishing the world with their agile robots like BigDog, ATLAS and HANDLE. Now it is time for Imperial to show the world what we can do! At the Robot Intelligence Lab (http://www.imperial.ac.uk/robot-intelligence/) we are building an exciting new robot called the Imperial SLIDER (http://www.imperial.ac.uk/robot-intelligence/robots/slider/). It is innovative and bold in its design. An agile bipedal robot able to walk over uneven terrain while carrying useful payload. 
This ME4 FYP project will focus on the redesign of the existing SLIDER wheeled version in order to improve the performance, conduct measurement experiments, increase the balance capability and speed, and implement some reactive push-recovery strategies for control.
The student will join a 7-strong team who is currently building an improved prototype of SLIDER and help them take it to the next level. The aim is, by the end of the project, to have SLIDER walking around Imperialâ€™s campus, while negotiating obstacles and even climbing stairs. Join us if you want to contribute to building Imperialâ€™s first walking robot!",1,1,1,1,0,0
68,12-10-18 8:12,12-10-18 8:12,23,Waste to electricity ELCA pilot study for settlements in Nigeria,As per motivational statement.,1,0,1,0,1,0
69,12-10-18 8:12,12-10-18 8:12,23,Water desalination using sustainable energy in southern India,As per motivational statement.,1,0,0,0,1,0
70,12-10-18 8:13,12-10-18 8:13,23,ELCA of alternative power options for Aruba,As per motivational statement.,1,0,1,0,1,0
71,12-10-18 8:13,12-10-18 8:13,23,ELCA assessment of renewable energy options for southern Italy,As per motivational statement.,1,0,1,0,1,0
72,12-10-18 8:14,12-10-18 8:14,23,ELCA of retrofit hybrid and electric vehicles,As per motivational statement.,1,0,1,0,1,0
73,12-10-18 8:13,12-10-18 8:13,23,ELCA assessment of renewable energy options for Vietnam,As per motivational statement.,1,0,1,0,1,0
74,12-10-18 8:13,12-10-18 8:13,23,ELCA of renewable power options for the Las Vegas strip,As per motivational letter.,1,0,1,0,1,0
75,12-10-18 8:12,12-10-18 8:12,23,Electrification options for rural Rwanda assessed using ELCA ,As per motivational statement.,1,0,1,0,1,0
76,12-10-18 8:13,12-10-18 8:13,23,Diversification of renewable energy sources in Ghana,As per motivational statement.,1,0,0,0,1,0
77,12-10-18 8:12,12-10-18 8:12,23,ELCA of plastic for consumer goods and waste-management methods in European markets,As per motivational statement.,1,0,1,0,1,0
78,03-10-18 16:36,03-10-18 16:36,24,IRG Formula Student Suspension and tyre modelling,"The goal of this project is to support the development of EV3 and future IRG Formula Student cars by producing a physically-based simulation model of the carâ€™s suspension and handling dynamics. Working in collaboration with the other FS simulation FYP students and the Formula Student Head of Vehicle Dynamics, the project will contribute to the production of a modular, extensible, and user-friendly vehicle model suitable for use in analysing car performance and handling characteristics. This modelling will include (but need not necessarily be limited to) suspension geometry, suspension stiffness/damping, tyre modelling using industry standard models and suspension compliance effects. The end product must be designed to interoperate with the powertrain model and LTS algorithm produced by the other projects. While the details of how the programs should interoperate will be determined in the course of the projects, it is anticipated that the model will be built using Matlab/Simulink. ",1,0,1,0,1,0
79,26-09-18 8:28,26-09-18 8:28,24,Carbon fibre material properties,"Aircraft manufacture increasingly uses carbon fibre composite materials because of their light weight and high structural performance. Multiple layers with fibres in controlled patterns of different directions can make up a very strong sheet material, used for example for wing skin and panel components.  Non Destructive Testing (NDT) of these materials to detect damage can use ultrasonic waves that travel along the sheet. The development of the NDT requires knowledge of the wave speeds in the sheet, which depend on the alignment of the fibres. The NDT group has a software modelling program that can predict the speeds, using stiffness information about the sheet. Last year a 4th year project student developed a Matlab program to calculate that stiffness information.  The aim of this year's project will be to enhance the technical basis of the calculation in the program, to further develop the program for general use, and to perform calculation studies to assess the range of validity of its use. So the work will consist of Matlab programming, theoretical calculations of stiffnesses (solid mechanics/stress analysis theory), and investigations of results found using the program. If successful, the outcome of this project has the potential to be reported in a journal paper. This project would particularly suit a student who is interested in considering a career in research. It will be run within the NDT group, who have expert knowledge of the technical details and the application context. ",1,0,1,0,0,0
80,08-10-18 14:54,08-10-18 14:54,25,Modelling of the Formula Student powertrain,"The goal of this project is to support the development of EV3 and future IRG Formula Student cars by producing a physically-based simulation model of the carâ€™s powertrain and potential alternative powertrain concepts. Working in collaboration with the other FS simulation FYP students and the Formula Student Head of Vehicle Dynamics, the project will contribute to the production of a modular, extensible, and user-friendly vehicle model suitable for use in analysing car performance and handling characteristics. This project will have the goal of producing a model of the carâ€™s electric powertrain (including a model of the carâ€™s battery), as well as developing generic models of alternative powertrain concepts (e.g. four-wheel drive, torque vectoring) to aid in future development direction decisions.",1,1,1,0,1,0
81,10-10-18 10:40,10-10-18 10:40,25,Experimental Assessment of Fast Charging Techniques in Li-ion Batteries ,"In order to win customers' acceptance, automotive companies have to implement Fast Charging capabilities in their EVs. However, this practice dramatically increases the degradation rate of Li-Ion batteries. The two sources of degradation are the high currents applied to the battery and the consequent large heat generation. In order to limit these detrimental effects several Fast Charging solutions have been suggested in literature [1], [2]. 
This study will involve first the design and execution of experiments that will reproduce different fast charging procedures on a test cell, and second the application of the Differential Thermal Voltammetry technique [3] to diagnose and analyze the relevant degradation causes that have been triggered by the Fast Charging. 
As a result, you will: 
Â· Understand the impact of different charging techniques on the cell degradation; 
Â· Understand how degradation can be mitigated while achieving Fast Charging; 
Â· Advise on the least damaging Fast Charging technique. If time allows, you will create your own optimal Fast Charging protocol. 

[1] A. Hoke, A. Brissette, D. Maksimovic, D. Kelly, A. Pratt, and D. Boundy, â€œMaximizing lithium ion vehicle battery life through optimized partial charging,â€ in 2013 IEEE PES Innovative Smart Grid Technologies Conference (ISGT), 2013, pp. 1â€“5. 
[2] L.-R. Chen, J.-J. Chen, C.-M. Ho, S.-L. Wu, and D.-T. Shieh, â€œImprovement of Li-ion Battery Discharging Performance by Pulse and Sinusoidal Current Strategies,â€ IEEE Trans. Ind. Electron., vol. 60, no. 12, pp. 5620â€“5628, Dec. 2013. 
[3] B. Wu, V. Yufit, Y. Merla, R. F. Martinez-Botas, N. P. Brandon, and G. J. Offer, â€œDifferential thermal voltammetry for tracking of degradation in lithium-ion batteries,â€ J. Power Sources, 2015. 



",1,1,1,0,0,0
82,01-10-18 15:57,01-10-18 15:57,25, Investigating Lithium Ion Batteries,"From mobile phones, to transportation and grid applications, batteries have become a crucial technology. Yet, these devices are still poorly understood and not used at their best potential.
The project explores two of the most powerful electrochemical techniques Galvanostatic Intermittent Titration (GITT) and Electrochemical Impedance Spectroscopy (EIS). These are applied to gain further insights on the most commonly used Nickel-Manganese-Cobalt based electrode materials.
The study will involve: building a new tool to process experimental data and mathematically relate these two techniques; designing and optimizing GITT experiments under different temperature and state of charge conditions.
The learning outcomes will be:
-              Building a fitting tool with Matlab and managing experimental data;
-              Mathematically relating and modelling battery electrochemical processes;
-              Applying electrochemical experimental techniques on a battery.

Requirements: 
Â· Proficiency in Matlab 
Â· Willingness to learn about the various response times of a battery.  

The project will be supported by an experienced PhD student Emma Vendola as the assistant supervisor.


",1,1,0,0,1,0
83,10-10-18 10:40,10-10-18 10:40,25,Experimental Assessment of Fast Charging Techniques in Li-ion Batteries ,"In order to win customers' acceptance, automotive companies have to implement Fast Charging capabilities in their EVs. However, this practice dramatically increases the degradation rate of Li-Ion batteries. The two sources of degradation are the high currents applied to the battery and the consequent large heat generation. In order to limit these detrimental effects several Fast Charging solutions have been suggested in literature [1], [2]. 
This study will involve first the design and execution of experiments that will reproduce different fast charging procedures on a test cell, and second the application of the Differential Thermal Voltammetry technique [3] to diagnose and analyze the relevant degradation causes that have been triggered by the Fast Charging. 
As a result, you will: 
Â· Understand the impact of different charging techniques on the cell degradation; 
Â· Understand how degradation can be mitigated while achieving Fast Charging; 
Â· Advise on the least damaging Fast Charging technique. If time allows, you will create your own optimal Fast Charging protocol. 

[1] A. Hoke, A. Brissette, D. Maksimovic, D. Kelly, A. Pratt, and D. Boundy, â€œMaximizing lithium ion vehicle battery life through optimized partial charging,â€ in 2013 IEEE PES Innovative Smart Grid Technologies Conference (ISGT), 2013, pp. 1â€“5. 
[2] L.-R. Chen, J.-J. Chen, C.-M. Ho, S.-L. Wu, and D.-T. Shieh, â€œImprovement of Li-ion Battery Discharging Performance by Pulse and Sinusoidal Current Strategies,â€ IEEE Trans. Ind. Electron., vol. 60, no. 12, pp. 5620â€“5628, Dec. 2013. 
[3] B. Wu, V. Yufit, Y. Merla, R. F. Martinez-Botas, N. P. Brandon, and G. J. Offer, â€œDifferential thermal voltammetry for tracking of degradation in lithium-ion batteries,â€ J. Power Sources, 2015. 



",1,1,1,0,0,0
84,12-10-18 12:12,12-10-18 12:12,26,Exploring haptic and force feedback with virtual hands,"Using physical sensors  to manipulate and control a virtual hand with force and haptic feedback. Applications include medical rehabilitation and research, product development and and VR applications. ",1,1,1,1,1,0
